index,ID,Name,Type,City,Zip,Grade,Rating1,Rating2,RatingAll,lat,lon,Enrollment
336,2034,Hillcrest Elementary School,public,Austin,78744,PK-5,2,4,4.2,30.16541,-97.729095,599
337,9117,John P Ojeda J High School,public,Austin,78744,6-8,2,4,4.2,30.190788,-97.71197,886
338,2033,Smith Elementary School,public,Austin,78744,PK-5,5,3,7.0,30.195934,-97.71339,792
339,9663,Akins High School,public,Austin,78748,9-12,4,4,6.4,30.148985,-97.80186,2713
340,561,Menchaca Elementary School,public,Manchaca,78652,PK-5,5,4,7.5,30.140526,-97.833046,719
341,25331,Idea Bluff Springs College Preparatory,charter,Austin,78744,6-9,6,4,8.600000000000001,30.153843,-97.769135,415
342,25437,Idea Bluff Springs Academy,charter,Austin,78744,K-5,6,4,8.600000000000001,30.153843,-97.769135,415
343,600,Langford Elementary School,public,Austin,78744,PK-5,5,3,7.0,30.182083,-97.76337,687
344,24673,Sci-Tech Preparatory,charter,Austin,78744,6-12,3,3,4.800000000000001,30.191423,-97.767136,431
345,20396,The Real Learning Academy,charter,Austin,78744,PK-5,3,5,5.800000000000001,30.191423,-97.767136,693
346,24802,Altamira Academy,charter,Austin,78744,PK-4,3,5,5.800000000000001,30.191423,-97.767136,320
347,10795,Perez Elementary School,public,Austin,78744,PK-5,4,4,6.4,30.17085,-97.75624,752
348,10788,Blazier Elementary School,public,Austin,78744,PK-5,7,3,9.200000000000001,30.158,-97.754295,842
349,549,Houston Elementary School,public,Austin,78744,PK-5,3,4,5.300000000000001,30.196468,-97.75507,705
350,24676,KIPP Austin Obras,charter,Austin,78744,K-4,3,4,5.300000000000001,30.204409,-97.75847,473
351,24677,KIPP Austin Leadership Elementary School,charter,Austin,78744,K-4,3,4,5.300000000000001,30.204409,-97.75847,471
352,609,Palm Elementary School,public,Austin,78744,PK-5,6,3,8.100000000000001,30.164824,-97.743675,481
353,12235,City School,private,Austin,78741,PK-6,4,5,6.9,30.204332,-97.75476,90
354,607,Mendez Middle School,public,Austin,78744,6-8,1,4,3.1,30.188675,-97.74306,790
355,8617,Rodriguez Elementary School,public,Austin,78744,PK-5,2,3,3.7,30.200659,-97.74725,701
356,611,Widen Elementary School,public,Austin,78744,PK-5,1,2,2.1,30.188713,-97.74008,450
357,604,Patton Elementary School,public,Austin,78749,PK-5,6,4,8.600000000000001,30.2318,-97.84553,973
358,608,Boone Elementary School,public,Austin,78749,PK-5,8,4,10.8,30.203724,-97.840225,573
359,606,Covington Middle School,public,Austin,78749,6-8,5,4,7.5,30.211359,-97.83413,634
360,8615,Small Middle School,public,Austin,78749,6-8,5,4,7.5,30.233706,-97.842,1006
361,620,Mills Elementary School,public,Austin,78749,PK-5,9,4,11.9,30.210917,-97.8782,812
362,566,Oak Hill Elementary School,public,Austin,78735,PK-5,6,4,8.600000000000001,30.237991,-97.858765,871
363,7781,Bannockburn Christian Academy,private,Austin,78745,PK-5,6,4,8.600000000000001,30.212337,-97.8324,100
364,20143,Veritas Academy,private,Austin,78749,K-12,6,5,9.100000000000001,30.23015,-97.83225,500
365,613,Bowie High School,public,Austin,78749,9-12,9,4,11.9,30.186369,-97.85873,2912
366,10746,Gorzycki Middle School,public,Austin,78749,6-8,9,3,11.4,30.214663,-97.89199,1341
367,7992,Parkside Community School,private,Austin,78748,PK-6,9,5,12.4,30.1856,-97.85356,135
368,596,Kiker Elementary School,public,Austin,78739,PK-5,10,4,13.0,30.191557,-97.881256,998
369,9146,Cowan Elementary School,public,Austin,78748,PK-5,9,4,11.9,30.188688,-97.83348,790
370,11519,Regents School Of Austin,private,Austin,78735,K-12,9,4,11.9,30.254488,-97.84532,1011
371,610,Kocurek Elementary School,public,Austin,78748,PK-5,4,4,6.4,30.177746,-97.83525,544
372,583,Sunset Valley Elementary School,public,Sunset Valley,78745,PK-5,5,4,7.5,30.226797,-97.80635,531
373,538,Cunningham Elementary School,public,Austin,78745,PK-5,2,4,4.2,30.210476,-97.80581,415
374,7587,Austin Montessori School,private,Austin,78745,PK-9,2,4,4.2,30.227676,-97.80505,350
375,19664,Austin Montessori Great Northern Campus,private,Austin,78745,PK-3,2,5,4.7,30.227676,-97.80505,350
376,24423,Primavera Montessori School,private,Austin,78745,PK-5,2,5,4.7,30.208569,-97.80367,130
377,78,Eden Park Academy,charter,Austin,78745,PK-5,6,4,8.600000000000001,30.209324,-97.80313,458
378,24327,Austin Children's Montessori,private,Austin,78748,PK-1,6,3,8.100000000000001,30.18366,-97.817055,40
379,10787,Clayton Elementary School,public,Austin,78739,PK-5,10,5,13.5,30.194855,-97.906334,876
380,537,Crockett High School,public,Austin,78745,9-12,4,4,6.4,30.214724,-97.79739,1542
381,7925,Austin Waldorf School,private,Austin,78737,K-12,4,4,6.4,30.231415,-97.912796,388
382,9929,Tnc Campus (Texas Neurorehabilitat,charter,Austin,78745,K-12,1,4,3.1,30.18896,-97.8058,73
383,18787,Southwest Austin Middle School ,private,Austin,78704,6-8,1,5,3.6,30.2392,-97.79944,10
384,8616,Casey Elementary School,public,Austin,78748,PK-5,4,4,6.4,30.177267,-97.81461,625
385,24857,Austin Oaks,charter,Austin,78745,K-12,4,4,6.4,30.21135,-97.792694,3
386,601,Bailey Middle School,public,Austin,78739,6-8,6,3,8.100000000000001,30.164225,-97.87242,873
387,21331,Mr Darcy's Class,private,Austin,78737,1-6,6,5,9.100000000000001,30.232285,-97.91796,12
388,7559,The Oaks School,private,Austin,78745,6-12,6,2,7.6000000000000005,30.2121,-97.7908,12
389,552,Joslin Elementary School,public,Austin,78745,PK-5,4,4,6.4,30.228037,-97.79054,289
390,568,Odom Elementary School,public,Austin,78745,PK-5,6,3,8.100000000000001,30.20562,-97.78878,542
391,24785,Austin Village Academy,private,Austin,78704,K-9,6,3,8.100000000000001,30.231419,-97.787,32
392,11838,Richards School For Young Women Leade,public,Austin,78704,6-12,9,4,11.9,30.236443,-97.788284,787
393,8618,Baranoff Elementary School,public,Austin,78748,PK-5,9,4,11.9,30.153902,-97.852165,984
394,19670,Capitol City Baptist Church,private,Austin,78745,K-6,9,4,11.9,30.224003,-97.78243,984
395,526,Bedichek Middle School,public,Austin,78745,6-8,2,4,4.2,30.196163,-97.78622,908
396,7749,Maranatha Christian Academy,private,Austin,78748,K-10,2,5,4.7,30.18099,-97.795044,908
397,13016,Cedars Montessori School,private,Austin,78736,n/a,2,4,4.2,30.244003,-97.923386,908
398,9472,Paredes Middle School,public,Austin,78748,6-8,4,3,5.9,30.165659,-97.81159,997
399,587,Williams Elementary School,public,Austin,78748,PK-5,4,3,5.9,30.180973,-97.79151,458
400,10790,Baldwin Elementary School,public,Austin,78739,PK-5,8,4,10.8,30.18489,-97.923454,787
401,20667,Jackie's Performing Arts & Private Education,private,Austin,78748,PK-5,8,4,10.8,30.152407,-97.83523,787
402,2201,Cedar Creek Elementary School,public,Austin,78746,K-5,9,5,12.4,30.269161,-97.80487,473
403,2204,Westlake High School,public,Austin,78746,7-12,9,4,11.9,30.275679,-97.81373,2584
404,9661,Westlake Alternative School,public,Austin,78746,9-12,9,4,11.9,30.278156,-97.81645,2584
405,2203,Hill Country Middle School,public,Austin,78746,6-8,10,4,13.0,30.27101,-97.80366,1057
406,7755,St. Michael's Catholic Academy,private,Austin,78735,9-12,10,4,13.0,30.2864,-97.8749,364
407,2206,Forest Trail Elementary School,public,West Lake Hills,78746,K-5,10,4,13.0,30.281168,-97.8197,572
408,581,St Elmo El,public,Austin,78745,PK-5,6,4,8.600000000000001,30.222063,-97.77338,295
409,574,Pleasant Hill Elementary School,public,Austin,78745,PK-5,5,3,7.0,30.196213,-97.77649,566
410,5873,Noel Grisham Middle School,public,Austin,78750,6-8,7,3,9.200000000000001,30.457403,-97.80668,700
411,5883,Purple Sage Elementary School,public,Austin,78750,PK-5,6,4,8.600000000000001,30.457247,-97.82031,345
412,8055,Hill Country Christian School,private,Austin,78750,PK-12,6,4,8.600000000000001,30.461445,-97.81817,619
413,20796,The Joule School,private,Austin,78752,PK-6,9,5,12.4,30.462997,-97.81732,25
414,18796,Cedar Park Jewish Day School,private,Cedar Park,78613,K-6,9,5,12.4,30.459967,-97.82724,1
415,20112,Harmony School of Political Science and Communication - Austin,charter,Austin,78717,PK-12,8,3,10.3,30.470375,-97.786705,906
416,11938,Grandview Hills Elementary School,public,Austin,78726,PK-5,6,4,8.600000000000001,30.415436,-97.85333,464
417,5872,Forest North Elementary School,public,Austin,78729,PK-5,5,4,7.5,30.470728,-97.78183,404
418,18843,El Daep,public,Austin,78729,K-5,5,4,7.5,30.470728,-97.78183,5
419,4255,Cypress Elementary School,public,Cedar Park,78613,PK-5,6,4,8.600000000000001,30.465076,-97.83626,754
420,11937,River Place Elementary School,public,Austin,78730,PK-5,8,4,10.8,30.38982,-97.84521,768
421,4263,Pauline Naumann Elementary School,public,Cedar Park,78613,PK-5,8,4,10.8,30.47679,-97.82991,469
422,2036,Hornsby-Dunlap Elementary School,public,Austin,78717,PK-5,3,3,4.800000000000001,30.475092,-97.7674,616
423,4253,Cedar Park Middle School,public,Cedar Park,78613,6-8,9,3,11.4,30.475412,-97.836365,1418
424,4262,Cedar Park High School,public,Cedar Park,78613,9-12,8,4,10.8,30.472292,-97.84363,1951
425,7832,Summit Christian Academy of Cedar Park,private,Cedar Park,78613,PK-12,8,4,10.8,30.474709,-97.842354,385
426,4251,Ada Mae Faubion Elementary School,public,Cedar Park,78613,PK-5,6,4,8.600000000000001,30.48871,-97.830345,524
427,11215,Rutledge Elementary School,public,Austin,78717,PK-5,9,5,12.4,30.497648,-97.7935,796
428,10157,Deer Creek Elementary School,public,Cedar Park,78613,PK-5,9,4,11.9,30.482552,-97.85308,692
429,10514,Holy Family Catholic School,private,Austin,78717,PK-8,8,4,10.8,30.489832,-97.76092,560
430,562,Metz Elementary School,public,Austin,78702,PK-5,3,5,5.800000000000001,30.254284,-97.721725,305
431,558,Martin Middle School,public,Austin,78702,6-8,1,3,2.6,30.253086,-97.72987,456
432,530,Brooke Elementary School,public,Austin,78702,PK-5,3,3,4.800000000000001,30.254822,-97.70851,254
433,597,Allan Elementary School,public,Austin,78702,PK-5,3,4,5.300000000000001,30.255674,-97.69715,574
434,9369,Texas School For The Deaf,public,Austin,78704,PK-12,1,4,3.1,30.253044,-97.75117,538
435,20007,The East Austin College Prep Acade,charter,Austin,78721,PK-5,6,2,7.6000000000000005,30.26109,-97.682686,219
436,10730,International High School,public,Austin,78721,9-12,5,3,7.0,30.257113,-97.68206,294
437,18848,Eastside Memorial High School,public,Austin,78721,9-12,2,4,4.2,30.257113,-97.68206,560
438,525,Becker Elementary School,public,Austin,78704,PK-5,7,4,9.700000000000001,30.250395,-97.75945,377
439,18842,Daep- El,public,Austin,78704,PK-6,7,1,8.200000000000001,30.250395,-97.75945,16
440,542,Fulmore Middle School,public,Austin,78704,6-8,5,4,7.5,30.243927,-97.750465,1007
441,585,Travis Heights Elementary School,charter,Austin,78704,PK-5,6,4,8.600000000000001,30.24143,-97.74596,495
442,8614,Phoenix Academy,public,Austin,78704,6-12,6,4,8.600000000000001,30.24414,-97.75614,34
443,25268,Emergent Academy,private,Austin,78746,"1-5, 7-8",6,4,8.600000000000001,30.266872,-97.78992,30
444,592,Zilker Elementary School,public,Austin,78704,PK-6,7,4,9.700000000000001,30.252544,-97.77457,538
445,7302,St Ignatius Martyr School,private,Austin,78704,PK-8,5,4,7.5,30.23927,-97.75429,237
446,524,Barton Hills Elementary School,public,Austin,78704,PK-6,9,4,11.9,30.254395,-97.783356,407
447,564,Norman Elementary School,public,Austin,78721,PK-6,6,3,8.100000000000001,30.278324,-97.67397,319
448,569,Ortega Elementary School,public,Austin,78721,PK-5,5,5,8.0,30.269997,-97.68428,316
449,101,Texas Empowerment Academy,charter,Austin,78721,3-12,7,4,9.700000000000001,30.272999,-97.6724,88
450,5408,Pflugerville Middle School,public,Pflugerville,78660,6-8,6,3,8.100000000000001,30.44283,-97.64108,999
451,5421,Springhill Elementary School,public,Pflugerville,78660,PK-5,5,4,7.5,30.44429,-97.64065,617
452,5406,Pflugerville Elementary School,public,Pflugerville,78660,PK-5,7,4,9.700000000000001,30.428051,-97.613625,416
453,5407,Pflugerville High School,public,Pflugerville,78660,9-12,6,3,8.100000000000001,30.444378,-97.63302,2193
454,5411,Timmerman Elementary School,public,Pflugerville,78660,PK-5,5,5,8.0,30.442696,-97.62472,397
455,9137,Joe Lee Johnson Elementary School,public,Austin,78728,PK-5,5,4,7.5,30.45655,-97.68175,970
456,4570,Bluebonnet Trail Elementary School,public,Austin,78754,PK-5,6,3,8.100000000000001,30.35188,-97.6174,542
457,24939,Garcia Ymla,public,Austin,78724,6-8,3,3,4.800000000000001,30.311398,-97.64303,425
458,8733,Decker Elementary School,public,Austin,78724,K-5,4,4,6.4,30.311619,-97.6169,507
459,594,Jordan Elementary School,public,Austin,78724,PK-6,5,3,7.0,30.301088,-97.646774,674
460,10792,Overton Elementary School,public,Austin,78724,PK-6,4,4,6.4,30.300186,-97.6367,718
461,24310,Inside Outside School,private,Pflugerville,78660,K-6,5,5,8.0,30.396973,-97.598724,36
462,25588,Manor New Technology Middle,public,Manor,78653,6-8,5,4,7.5,30.34385,-97.57494,575
463,11952,Manor New Technology High School,public,Manor,78653,9-12,7,5,10.200000000000001,30.343725,-97.574196,373
464,20402,The East Austin College Prep At Ml,charter,Austin,78721,6-12,3,1,3.8000000000000003,30.287785,-97.66676,574
465,25613,IDEA Pflugerville Academy,charter,Pflugerville,78660,K-3,3,1,3.8000000000000003,30.419924,-97.61734,574
466,25614,IDEA Pflugerville College Prep,charter,Pflugerville,78660,6-7,3,1,3.8000000000000003,30.419924,-97.61734,574
467,8424,Praise Christian Academy,private,Austin,78721,PK-6,4,3,5.9,30.2861,-97.6676,846
468,4571,Manor Elementary School,public,Manor,78653,PK-5,4,3,5.9,30.358585,-97.566154,538
469,25112,University High School,charter,Austin,78705,9-12,4,4,6.4,30.283306,-97.73917,10
470,7303,St Austin Catholic School,private,Austin,78705,PK-8,2,4,4.2,30.283016,-97.74282,220
471,9657,University of Texas at Austin High School,public,Austin,78713,9-12,4,4,6.4,30.28,-97.74,600
472,20118,K12 International Academy,private,Austin,78701,K-12,1,1,1.6,30.278719,-97.73881,35
473,20119,The Keystone School,private,Austin,78701,6-12,1,1,1.6,30.278719,-97.73881,35
474,20103,Acton Academy,private,Austin,78722,2-12,5,4,7.5,30.284405,-97.70996,42
475,534,Campbell Elementary School,public,Austin,78722,PK-5,4,4,6.4,30.282291,-97.71334,253
476,565,O Henry Middle School,public,Austin,78703,6-8,6,4,8.600000000000001,30.285492,-97.77376,931
477,618,Garza Independence High School,public,Austin,78702,9-12,6,5,9.100000000000001,30.277237,-97.72139,192
478,571,Pease Elementary School,public,Austin,78701,PK-6,7,4,9.700000000000001,30.275291,-97.74803,260
479,559,Mathews Elementary School,public,Austin,78703,PK-6,8,5,11.3,30.278215,-97.760796,425
480,10669,Headwaters School,private,Austin,78701,PK-12,4,5,6.9,30.27195,-97.74842,542
481,7301,Cathedral School Of St Mary,private,Austin,78701,PK-8,4,4,6.4,30.270283,-97.73932,188
482,10791,Padron Elementary School,public,Austin,78703,PK-5,7,4,9.700000000000001,30.272375,-97.756516,772
483,10849,Austin St Hospital,public,Austin,78703,PK-12,7,4,9.700000000000001,30.272375,-97.756516,19
484,605,Kealing Middle School,public,Austin,78702,6-8,8,4,10.8,30.270937,-97.72178,1203
485,522,Austin High School,public,Austin,78703,9-12,7,4,9.700000000000001,30.273598,-97.76814,2084
486,19663,Austin City Academy,private,Austin,78709,"K-3, 5-10, 12",7,4,9.700000000000001,30.2669,-97.7428,2084
487,527,Blackshear Elementary School,public,Austin,78702,PK-5,8,5,11.3,30.266968,-97.72217,302
488,567,Oak Springs Elementary School,public,Austin,78702,PK-5,3,5,5.800000000000001,30.271786,-97.70484,333
489,18841,Alternative Learning Center,public,Austin,78702,6-12,5,5,8.0,30.268435,-97.71007,116
490,24837,Ko School + Incubator,private,Austin,78704,6-12,5,5,8.0,30.264433,-97.76164,44
491,580,Sims Elementary School,public,Austin,78721,PK-6,3,5,5.800000000000001,30.27941,-97.6854,267
492,7447,St Stephens Episcopal School,private,Austin,78746,6-12,3,4,5.300000000000001,30.331476,-97.815834,688
493,579,Sanchez Elementary School,public,Austin,78702,PK-5,5,3,7.0,30.257992,-97.735054,407
494,10329,University Of Texas Elementary Charter School,charter,Austin,78702,PK-5,5,5,8.0,30.260305,-97.71761,303
495,9366,George M Kometzky School,charter,Austin,78702,K-12,1,5,3.6,30.260305,-97.71761,53
496,591,Zavala Elementary School,public,Austin,78702,PK-6,4,5,6.9,30.258272,-97.71954,350
497,25022,Magnolia Montessori For All,charter,Austin,78724,PK-8,3,5,5.800000000000001,30.317167,-97.65826,475
498,12100,Lbj High School,public,Austin,78724,9-12,2,4,4.2,30.313496,-97.65667,874
499,12101,Lasa High School,public,Austin,78724,9-12,10,4,13.0,30.313496,-97.65667,1016
500,7789,The Children's School,private,Austin,78731,PK-4,3,4,5.300000000000001,30.327642,-97.7507,149
501,598,Rosedale,public,Austin,78756,PK-12,6,5,9.100000000000001,30.320051,-97.74019,263
502,8367,Huntington-Surrey High School,private,Austin,78756,8-12,6,5,9.100000000000001,30.318382,-97.7376,40
503,9367,Texas School For The Blind,public,Austin,78756,1-12,1,5,3.6,30.314978,-97.73932,153
504,11581,Griffin School,private,Austin,78751,9-12,3,5,5.800000000000001,30.312716,-97.71971,125
505,578,Ridgetop Elementary School,public,Austin,78751,PK-5,5,4,7.5,30.311796,-97.716255,292
506,12005,TNS Academy,private,Austin,78756,K-5,4,5,6.9,30.3098,-97.7483,30
507,11998,ACE Academy,private,Austin,78756,PK-8,4,4,6.4,30.308155,-97.74721,115
508,11858,Odyssey School,private,Austin,78751,5-12,4,3,5.9,30.304052,-97.71981,40
509,18793,AHB Community School,private,Austin,78751,K-8,4,4,6.4,30.30318,-97.73161,65
510,546,Harris Elementary School,public,Austin,78723,PK-6,4,3,5.9,30.314829,-97.690765,629
511,8352,Hyde Park Baptist School,private,Austin,78751,K-12,4,4,6.4,30.302217,-97.73187,622
512,8339,Hyde Park Baptist Elementary School,private,Austin,78751,K-5,4,4,6.4,30.302164,-97.731804,622
513,18838,Helping Hand,charter,Austin,78751,K-7,4,4,6.4,30.302364,-97.73645,24
514,532,Bryker Woods Elementary School,public,Austin,78703,PK-6,9,5,12.4,30.304869,-97.750626,400
515,7448,St. Andrew's Episcopal School,private,Austin,78705,K-12,8,4,10.8,30.301983,-97.748276,890
516,24678,Dell Children's Medical Center,public,Austin,78723,PK-12,8,4,10.8,30.303455,-97.707344,2
517,521,Andrews Elementary School,public,Austin,78723,PK-6,4,4,6.4,30.317554,-97.679665,657
518,20006,Texas Empowerment Academy Elementary School,charter,Austin,78723,K-2,4,3,5.9,30.314514,-97.68152,199
519,7492,Hope Lutheran School,private,Austin,78723,K-7,4,4,6.4,30.31469,-97.6811,199
520,535,Casis Elementary School,public,Austin,78703,PK-5,10,5,13.5,30.304344,-97.76505,793
521,528,Blanton Elementary School,public,Austin,78723,PK-6,5,4,7.5,30.30693,-97.69063,479
522,25080,Sadler Means Ywla,public,Austin,78723,6-8,2,4,4.2,30.313578,-97.68073,341
523,12409,Rawson Saunders,private,Austin,78703,1-12,6,4,8.600000000000001,30.301817,-97.765114,175
524,7627,Kirby Hall School,private,Austin,78705,PK-12,8,4,10.8,30.294388,-97.74036,86
525,20125,Clearview Sudbury School,private,Austin,78722,K-12,8,5,11.3,30.29586,-97.71111,32
526,7495,St. Paul Lutheran School,private,Austin,78705,PK-8,8,5,11.3,30.29324,-97.72531,80
527,555,Lee Elementary School,public,Austin,78705,PK-6,8,4,10.8,30.29305,-97.72763,375
528,557,Maplewood Elementary School,public,Austin,78722,PK-6,4,5,6.9,30.293337,-97.714905,480
529,20403,Austin Achieve Public Schools,charter,Austin,78723,6-12,4,4,6.4,30.307661,-97.680504,671
530,2208,Bridge Point El,public,Austin,78746,K-5,10,5,13.5,30.340866,-97.80639,739
531,11403,Wall Sp Prog,public,Austin,78712,K-8,10,5,13.5,30.289062,-97.736496,3
532,8422,Austin Peace Academy,private,Austin,78723,PK-12,6,4,8.600000000000001,30.299353,-97.686516,575
533,25584,Kozmetsky At Rathgeber Village,charter,Austin,78723,7-12,4,3,5.9,30.296387,-97.68996,846
534,11996,Girls' School Of Austin,private,Austin,78703,K-8,4,4,6.4,30.292788,-97.76355,150
535,588,Winn Elementary School,public,Austin,78723,PK-6,3,3,4.800000000000001,30.314882,-97.66498,304
536,24804,Long-View Micro-School,private,Austin,78705,2-5,3,3,4.800000000000001,30.288166,-97.75077,37
537,7293,Sacred Heart Catholic School,private,Austin,78723,PK-6,3,3,4.800000000000001,30.303,-97.6774,37
538,572,Pecan Springs Elementary School,public,Austin,78723,PK-6,5,3,7.0,30.303139,-97.676315,464
539,8109,The Isely School,private,Austin,78705,K-3,10,4,13.0,30.2874,-97.7519,800
540,7545,Holy Word Christian Academy,private,Austin,78753,K-8,6,5,9.100000000000001,30.3685,-97.675385,8
541,544,Graham Elementary School,public,Austin,78753,PK-5,8,4,10.8,30.37236,-97.66886,697
542,9423,Harmony Science Academy - Austin,charter,Austin,78753,PK-12,5,3,7.0,30.357164,-97.684784,562
543,5424,Copperfield Elementary School,public,Austin,78753,PK-5,6,4,8.600000000000001,30.388332,-97.65998,468
544,540,Dobie Middle School,public,Austin,78753,6-8,3,3,4.800000000000001,30.35455,-97.679375,579
545,9144,Cedars International Academy,charter,Austin,78753,PK-7,3,4,5.300000000000001,30.348295,-97.695366,390
546,7808,Our Savior Lutheran School,private,Austin,78753,PK-5,4,4,6.4,30.386408,-97.65198,53
547,619,Hart Elementary School,public,Austin,78753,PK-5,7,3,9.200000000000001,30.342451,-97.68871,692
548,25102,The Excel Center (For Adults),charter,Austin,78753,9-12,7,3,9.200000000000001,30.339088,-97.69408,147
549,25244,The Excel Center,charter,Austin,78753,9-12,7,3,9.200000000000001,30.339088,-97.69408,282
550,25447,Excel Center Lockhart,charter,Austin,78753,9-12,7,3,9.200000000000001,30.339088,-97.69408,282
551,24472,Victory Christian Center School,private,Austin,78752,PK-12,7,3,9.200000000000001,30.336903,-97.698166,282
552,5412,Northwest Elementary School,public,Austin,78728,PK-5,3,5,5.800000000000001,30.431906,-97.67626,540
553,9473,Dessau Middle School,public,Austin,78754,6-8,3,3,4.800000000000001,30.397984,-97.64358,760
554,9931,Delco Primary School,public,Austin,78754,PK-2,3,4,5.300000000000001,30.397984,-97.64358,601
555,5413,Dessau Elementary School,public,Austin,78754,3-5,5,4,7.5,30.401651,-97.643936,510
556,18840,Travis County Day School,public,Austin,78754,6-12,5,4,7.5,30.335697,-97.68336,6
557,9142,Pickle Elementary School,public,Austin,78752,PK-5,2,3,3.7,30.333408,-97.693825,695
558,593,Webb Middle School,public,Austin,78752,6-8,2,4,4.2,30.332413,-97.707405,699
559,20409,Webb Primary Center,public,Austin,78752,PK-5,3,5,5.800000000000001,30.332413,-97.707405,217
560,20704,Renaissance Academy,private,Austin,78728,PK-12,3,4,5.300000000000001,30.434893,-97.67047,187
561,10057,St Francis School,private,Austin,78752,PK-8,3,5,5.800000000000001,30.331245,-97.71006,403
562,25310,Cedars Academy Next Generation H S at Highland,charter,Austin,78752,8-12,8,4,10.8,30.329008,-97.707436,1365
563,20410,Ruth Barron Elementary School,public,Pflugerville,78660,PK-5,6,5,9.100000000000001,30.423464,-97.64786,744
564,18849,Pioneer Crossing Elementary School,public,Austin,78754,PK-5,6,4,8.600000000000001,30.362078,-97.63998,692
565,577,Reilly Elementary School,public,Austin,78752,PK-5,7,4,9.700000000000001,30.327883,-97.71982,274
566,19471,Harmony Science Academy North Aust,charter,Pflugerville,78660,6-12,8,3,10.3,30.439648,-97.66383,808
567,560,Mccallum High School,public,Austin,78756,9-12,7,4,9.700000000000001,30.327484,-97.72887,1738
568,576,Reagan High School,public,Austin,78752,9-12,3,4,5.300000000000001,30.324188,-97.69135,1302
569,11926,Wieland Elementary School,public,Pflugerville,78660,PK-5,4,3,5.9,30.422312,-97.63933,430
570,24371,Greater Calvary Academy,private,Austin,78723,K-6,7,4,9.700000000000001,30.319225,-97.69028,11
571,24723,Athlos Leadership Academy- Austin,charter,Austin,78728,PK-9,6,4,8.600000000000001,30.457558,-97.688,180
572,595,Davis Elementary School,public,Austin,78727,PK-5,6,5,9.100000000000001,30.418247,-97.74218,798
573,12476,Hyde Park Baptist High School,private,Austin,78759,"6, 9-12",6,4,8.600000000000001,30.40086,-97.730064,550
574,5874,Kathy Caraway Elementary School,public,Austin,78759,PK-5,8,4,10.8,30.419579,-97.7696,739
575,548,Hill Elementary School,public,Austin,78759,PK-5,8,4,10.8,30.376625,-97.74854,970
576,520,Anderson High School,public,Austin,78759,9-12,8,4,10.8,30.37575,-97.75371,2270
577,5887,Laurel Mountain Elementary School,public,Austin,78759,PK-5,10,4,13.0,30.413939,-97.78091,800
578,12290,Casner Christian Academy,private,Austin,78759,PK-1,10,4,13.0,30.373693,-97.75005,84
579,10048,Kamico Academy,private,Austin,78759,K-6,10,4,13.0,30.3727,-97.7586,84
580,582,Summitt Elementary School,public,Austin,78727,PK-5,8,4,10.8,30.418608,-97.71907,815
581,573,Pillow Elementary School,public,Austin,78757,PK-5,4,4,6.4,30.369263,-97.73339,518
582,10049,Austin International School,private,Austin,78727,PK-5,4,4,6.4,30.42242,-97.71807,199
583,20397,Harmony School of Science - Austin,charter,Austin,78758,K-5,4,2,5.4,30.400635,-97.70883,546
584,5885,Canyon Vista Middle School,public,Austin,78759,6-8,10,4,13.0,30.428354,-97.78429,1398
585,24441,Scotish Rite Dyslexia Center,private,Austin,78750,5,10,4,13.0,30.436186,-97.77224,1398
586,5868,Jollyville Elementary School,public,Austin,78729,PK-5,6,4,8.600000000000001,30.444317,-97.750755,489
587,533,Burnet Middle School,public,Austin,78757,6-8,2,3,3.7,30.365074,-97.7256,1020
588,20124,The Magellan International School,private,Austin,78731,PK-8,2,5,4.7,30.358206,-97.76095,460
589,8096,Austin Jewish Academy,private,Austin,78731,K-8,2,4,4.2,30.357513,-97.75502,130
590,7816,Strickland School,private,Austin,78715,PK-8,2,4,4.2,30.447,-97.749,180
591,5888,Pond Springs Elementary School,public,Austin,78729,PK-5,5,4,7.5,30.446201,-97.76417,640
592,9147,Nyos - Magnolia Mccullough Campus,charter,Austin,78758,PK-3,8,4,10.8,30.38466,-97.70277,324
593,541,Doss Elementary School,public,Austin,78731,PK-5,9,4,11.9,30.356087,-97.76281,884
594,5410,Parmer Lane Elementary School,public,Austin,78727,PK-5,7,3,9.200000000000001,30.418943,-97.70227,462
595,536,Cook Elementary School,public,Austin,78758,PK-5,5,3,7.0,30.378002,-97.70482,553
596,563,Murchison Middle School,public,Austin,78731,6-8,7,4,9.700000000000001,30.353977,-97.75872,1365
597,24382,International Montessori House,private,Austin,78731,PK-1,7,4,9.700000000000001,30.352783,-97.75659,1365
598,12308,Boys Menachem Hebrew Academy,private,Austin,78731,PK-8,7,4,9.700000000000001,30.35242,-97.7568,1365
599,8495,Settlement Home,charter,Austin,78758,6-12,1,3,2.6,30.365156,-97.71341,35
600,5891,Mcneil High School,public,Austin,78729,9-12,7,4,9.700000000000001,30.448587,-97.73333,2625
601,8068,Bais Menachem Hebrew Academy,private,Austin,78727,PK-6,7,5,10.200000000000001,30.41608,-97.69663,2625
602,589,Wooldridge Elementary School,public,Austin,78758,PK-5,5,4,7.5,30.364952,-97.70985,630
603,7305,St Louis School,private,Austin,78757,PK-8,5,4,7.5,30.35219,-97.733,241
604,5894,Deerpark Middle School,public,Austin,78729,6-8,6,4,8.600000000000001,30.452366,-97.77288,899
